iter	RMSE
324	0.3295255076
325	0.3287026849
326	0.3272737852
327	0.3264261085
328	0.3258298473
329	0.3237019092
330	0.322506651
331	0.3204703077
332	0.3199860679
333	0.3179918302
334	0.3163581411
335	0.3149242849
336	0.3129316291
337	0.3109770222
338	0.3093587423
339	0.3082728576
340	0.3063695199
341	0.3047963726
342	0.3035562028
343	0.3017033889
344	0.2998464395
345	0.2980254823
346	0.2968199867
347	0.2953412286
348	0.2940647429
349	0.291893941
350	0.2906513337
351	0.2892423533
352	0.287186629
353	0.2862934387
354	0.284927727
355	0.2838067517
356	0.2824779241
357	0.2814292468
358	0.2801156469
359	0.2788235852
360	0.2767498439
361	0.2754324424
362	0.2741408481
363	0.2726401175
364	0.2714738025
365	0.270020973
366	0.268931624
367	0.2678791195
368	0.2666371692
369	0.2653858272
370	0.2650469009
371	0.2631649352
372	0.2626127274
373	0.2615960675
374	0.2596895513
375	0.258512632
376	0.2579820479
377	0.2561138169
378	0.2551226857
379	0.2543947769
380	0.2530656151
381	0.2525530574
382	0.2520485704
383	0.2510683991
384	0.2495079298
385	0.2484760402
386	0.2466919695
387	0.2458166351
388	0.2448706295
389	0.2437521357
390	0.2427504725
391	0.2418065327
392	0.2409216948
393	0.2400611583
394	0.2389660096
395	0.2377950405
396	0.2360982473
397	0.2351919199
398	0.233529893
399	0.2322294561
400	0.2313484887
401	0.2301163913
402	0.2285020121
403	0.227643103
404	0.2264453149
405	0.2255955767
406	0.2244580524
407	0.2236561251
408	0.222452998
409	0.2213481713
410	0.2195048857
411	0.2179805563
412	0.2171675611
413	0.2161006354
414	0.2146150307
415	0.2134738138
416	0.2128865628
417	0.2116236001
418	0.2106023563
419	0.2093096906
420	0.2085424197
421	0.2073193283
422	0.2059085696
423	0.2051693965
424	0.2045674142
425	0.2035748862
426	0.2030326189
427	0.202265433
428	0.2010923773
429	0.200181086
430	0.1990349547
431	0.1978329994
432	0.1969478111
433	0.1958279332
434	0.1946637716
435	0.1936867939
436	0.192942327
437	0.1918501146
438	0.1911589183
439	0.190018216
440	0.1889513947
441	0.1884618296
442	0.187919079
443	0.1868773706
444	0.1862194549
445	0.184965858
446	0.1839520132
447	0.1830151513
448	0.1825406629
449	0.1816419428
450	0.1807390651
451	0.1802758671
452	0.1798185644
453	0.1791681148
454	0.1781089891
455	0.1770633288
456	0.1758845525
457	0.174674124
458	0.1737714234
459	0.1726323453
460	0.1717964107
461	0.1710093554
462	0.1703353918
463	0.1698179134
464	0.1687152638
465	0.1680586527
466	0.1675535423
467	0.1665465411
468	0.1661392647
469	0.1655292011
470	0.1649374712
471	0.1642983341
472	0.1630075207
473	0.1619708434
474	0.161351999
475	0.1607800232
476	0.1602255623
477	0.1594287476
478	0.1588616
479	0.1580800541
480	0.1576001603
481	0.1568333341
482	0.1560792117
483	0.1556100179
484	0.1546850762
485	0.153547711
486	0.1531533979
487	0.1522535602
488	0.1516855141
489	0.1507277444
490	0.1502816262
491	0.1494001223
492	0.1488497821
493	0.1477653226
494	0.1472208456
495	0.1463682417
496	0.1458381438
497	0.1449283353
498	0.1444218762
499	0.143903818
500	0.1431403767
501	0.1426359077
502	0.1421385591
503	0.1416129147
504	0.1411183356
505	0.1406330075
506	0.1401169973
507	0.1396321193
508	0.1388951591
509	0.1380858238
510	0.1375822638
511	0.1369437881
512	0.1362897267
513	0.1358260131
514	0.1353366476
515	0.1345680949
516	0.133953408
517	0.1333223686
518	0.1324962974
519	0.1315419492
520	0.1306054234
521	0.1298750067
522	0.1291320745
523	0.1285259895
524	0.1276456057
525	0.1271922959
526	0.1267700326
527	0.1263241577
528	0.1254426131
529	0.1250347258
530	0.1246003348
531	0.1238667085
532	0.1233370761
533	0.1226541822
534	0.1217865336
535	0.1209956603
536	0.1203030521
537	0.1196849383
538	0.119276959
539	0.1184397028
540	0.1176543096
541	0.1171272218
542	0.1167342497
543	0.1160260429
544	0.1156359569
545	0.1150976161
546	0.1147209633
547	0.1143548924
548	0.1138295191
549	0.113181053
550	0.1125690097
551	0.1120861528
552	0.1114943989
553	0.1111408235
554	0.1105534821
555	0.110034207
556	0.1094792328
557	0.1088957439
558	0.1083581517
559	0.1077909611
560	0.107140062
561	0.1065015459
562	0.1061951737
563	0.1056358117
564	0.1052717376
565	0.1048962362
566	0.1045658456
567	0.1042723857
568	0.1038035963
569	0.1035209225
570	0.1031922479
571	0.1029105333
572	0.102636433
573	0.1021772634
574	0.1018933873
575	0.10161425
576	0.1012994258
577	0.1007747345
578	0.1003530504
579	0.1000530768
580	0.09933081305
581	0.09902628264
582	0.09851746102
583	0.09817975204
584	0.09764139093
585	0.09732685846
586	0.09676158417
587	0.09621196045
588	0.0957254846
589	0.09539897852
590	0.09486500235
591	0.0942105982
592	0.0936752523
593	0.09315337831
594	0.09290568668
595	0.09266211994
596	0.09208258301
597	0.09159113075
598	0.09102420886
599	0.0904115817
600	0.08981348267
601	0.08926236685
602	0.08871503281
603	0.08817695664
604	0.08758623203
605	0.08705802816
606	0.08653638418
607	0.0859686643
608	0.08545975511
609	0.08511153566
610	0.08461401271
611	0.08424695539
612	0.08396483836
613	0.0835866029
614	0.08330805337
615	0.08287855646
616	0.08249016263
617	0.08211068728
618	0.08178155648
619	0.08146418758
620	0.08115448095
621	0.08079255066
622	0.08031527028
623	0.08010203395
624	0.07989193684
625	0.07968493477
626	0.07921580769
627	0.07886856423
628	0.07866600297
629	0.07846643102
630	0.07816311538
631	0.07782704485
632	0.07752034895
633	0.07706465939
634	0.07661287483
635	0.0760840579
636	0.07584018231
637	0.07555341415
638	0.07531157469
639	0.07487586811
640	0.07463943996
641	0.07440645714
642	0.07393252377
643	0.07350321168
644	0.07308386753
645	0.07258518401
646	0.07236045255
647	0.07194569052
648	0.07149688856
649	0.07127543074
650	0.07100428661
651	0.07052433587
652	0.07005149572
653	0.06983814315
654	0.06962361544
655	0.06923010954
656	0.06893141561
657	0.06872098866
658	0.06851616818
659	0.06822552302
660	0.06801927795
661	0.06779653954
662	0.06744387261
663	0.06724575523
664	0.06696907828
665	0.06675315853
666	0.06656012062
667	0.06630723172
668	0.06610859877
669	0.06591267238
670	0.06567045455
671	0.06548418261
672	0.06524798938
673	0.06482225856
674	0.06464026248
675	0.0644514954
676	0.06421930942
677	0.06401219413
678	0.06383543577
679	0.06360759575
680	0.06326379075
681	0.06308084121
682	0.06290797475
683	0.06268633162
684	0.06250752708
685	0.06217329792
686	0.06200419786
687	0.06171582702
688	0.06154129802
689	0.06115390668
690	0.06087375174
691	0.06048399202
692	0.06010020332
693	0.05972229501
694	0.05933442681
695	0.05917787203
696	0.05902353637
697	0.05881235337
698	0.05866108637
699	0.05839440293
700	0.05813565077
701	0.05798712142
702	0.05782618262
703	0.05755970866
704	0.0573776646
705	0.05713345415
706	0.05697828732
707	0.05673618114
708	0.05658245094
709	0.05643314274
710	0.05618899532
711	0.05604446966
712	0.05582104201
713	0.05568103394
714	0.05546141681
715	0.05532438931
716	0.05517470827
717	0.05495093785
718	0.05481723639
719	0.05468568516
720	0.05453884978
721	0.05439414689
722	0.05428843678
723	0.05417533973
724	0.05404401685
725	0.05391783946
726	0.05380775352
727	0.05366390197
728	0.05352232278
729	0.05338244127
730	0.053243378
731	0.05307914307
732	0.0529426262
733	0.05279326776
734	0.05246439649
735	0.05235546803
736	0.05203269834
737	0.05171511274
738	0.05160986298
739	0.05136341328
740	0.05122061625
741	0.0508977863
742	0.05059196009
743	0.05027869412
744	0.04997092114
745	0.04966855395
746	0.04940085421
747	0.04910679296
748	0.04878517779
749	0.04850549914
750	0.04819341403
751	0.04788718786
752	0.04758672125
753	0.04721859909
754	0.04692703229
755	0.04661085806
756	0.04632623688
757	0.04606650748
758	0.04578848112
759	0.0455157201
760	0.04526444164
761	0.04499807166
762	0.04465121525
763	0.04439064358
764	0.04412641534
765	0.0438711054
766	0.04362065144
767	0.0433634492
768	0.04311805948
769	0.04287734635
770	0.04254958766
771	0.04231415036
772	0.0420668745
773	0.04183620795
774	0.04160995191
775	0.04129611814
776	0.04105808419
777	0.04083706091
778	0.0405828216
779	0.04032682507
780	0.04011874663
781	0.03983524508
782	0.03963329621
783	0.03941128587
784	0.03913716759
785	0.03894310561
786	0.03875977426
787	0.03862800211
788	0.03849810489
789	0.03837005726
790	0.03824383421
791	0.03798214844
792	0.03774570047
793	0.03751486058
794	0.03733110212
795	0.03721423678
796	0.0370092728
797	0.03681365423
798	0.03669912554
799	0.03657991749
800	0.03647789361
801	0.03630147268
802	0.03620097331
803	0.03600207087
804	0.03589184051
805	0.03570587816
806	0.03559191793
807	0.0354954117
808	0.03539646307
809	0.03530141608
810	0.03520781616
811	0.0351136691
812	0.03502525891
813	0.03493433901
814	0.03475708206
815	0.03467282007
816	0.03457118441
817	0.03433324942
818	0.03409892111
819	0.03399546262
820	0.03384880564
821	0.03361917734
822	0.03339304213
823	0.03319580536
824	0.03300276397
825	0.03290305263
826	0.03282691307
827	0.03263949434
828	0.03247028208
829	0.03229140774
830	0.03211663476
831	0.03190506843
832	0.03180923387
833	0.03173962291
834	0.03160431815
835	0.03139758935
836	0.031194029
837	0.03103648675
838	0.03085052431
839	0.03068744405
840	0.03052809547
841	0.03033376897
842	0.03013171096
843	0.02998428227
844	0.02983315886
845	0.02969130576
846	0.02954593663
847	0.02942541077
848	0.02928634881
849	0.02919885599
850	0.02911251963
851	0.02902732413
852	0.02892904116
853	0.02888653012
854	0.02880233429
855	0.02876054495
856	0.02871953436
857	0.02855706762
858	0.02836470561
859	0.02828224127
860	0.02820126586
861	0.0280440191
862	0.02785673798
863	0.02769496844
864	0.02761779169
865	0.02745383104
866	0.0273792554
867	0.02722205886
868	0.02713909781
869	0.02706745741
870	0.02695166629
871	0.02686757725
872	0.02679834925
873	0.02664611533
874	0.02657313119
875	0.02650651213
876	0.0264244826
877	0.02635354856
878	0.02620331181
879	0.02611019756
880	0.0259625904
881	0.0258992148
882	0.02583739162
883	0.0256925851
884	0.02563261048
885	0.02546282586
886	0.02529579897
887	0.02514840519
888	0.02500363919
889	0.02493244391
890	0.02486301261
891	0.02478666361
892	0.02472686179
893	0.02466852892
894	0.0245219972
895	0.02436733473
896	0.02427044368
897	0.02419683045
898	0.02412454548
899	0.02406812602
900	0.02391076837
901	0.02386178335
902	0.02380336997
903	0.02370357929
904	0.02365680475
905	0.02355877981
906	0.0235043469
907	0.02340797628
908	0.02336345296
909	0.02331109411
910	0.02321647157
911	0.02315752045
912	0.0231049703
913	0.0229512738
914	0.02279998151
915	0.0226519237
916	0.02256071999
917	0.0224154456
918	0.02227077169
919	0.02218215573
920	0.02204138863
921	0.02190282247
922	0.02181659311
923	0.02167883412
924	0.02154217379
925	0.02145829993
926	0.02132597081
927	0.02119330924
928	0.02107438873
929	0.02094910627
930	0.02086853226
931	0.02075358279
932	0.02071392635
933	0.02065392514
934	0.020618485
935	0.020560702
936	0.02043499315
937	0.02037771137
938	0.0202479021
939	0.02018793568
940	0.02011261926
941	0.02008087932
942	0.01995964976
943	0.01983246856
944	0.01977461056
945	0.01968220469
946	0.01965139466
947	0.01956810376
948	0.01947797705
949	0.01942241402
950	0.01936786455
951	0.01933765142
952	0.01927205755
953	0.01921857104
954	0.01916606268
955	0.01911203146
956	0.01906032359
957	0.01899904135
958	0.01896746593
959	0.01891684259
960	0.01886714997
961	0.01880425135
962	0.01875556413
963	0.01869220591
964	0.01864453787
965	0.01859774986
966	0.01854586147
967	0.01849979306
968	0.01843884205
969	0.01839265658
970	0.01834259831
971	0.01831459938
972	0.01826621048
973	0.01822867254
974	0.01810724953
975	0.01798756942
976	0.01786960794
977	0.01782060159
978	0.01770461769
979	0.01759030042
980	0.01751686351
981	0.01744570939
982	0.01739823673
983	0.01736941555
984	0.01732307999
985	0.0172794379
986	0.01723734135
987	0.0172161217
988	0.01717062995
989	0.01709139255
990	0.01704732515
991	0.01702593508
992	0.01698158703
993	0.01689222128
994	0.01684953074
995	0.01676196848
996	0.01667615853
997	0.01660864275
998	0.01658811279
999	0.01656787911
