iter	Logloss
606	0.2154601141
607	0.215202306
608	0.2147538052
609	0.2143690816
610	0.214107486
611	0.213821208
612	0.2133776248
613	0.21315992
614	0.2127389191
615	0.2123236843
616	0.212068001
617	0.2117285066
618	0.2113619149
619	0.2110832449
620	0.2107466034
621	0.2104933435
622	0.2102164704
623	0.2098911327
624	0.2096986629
625	0.209305385
626	0.2090134964
627	0.2087458852
628	0.2084197059
629	0.2081256544
630	0.2077981553
631	0.2075469111
632	0.2071891245
633	0.2070335628
634	0.2068287338
635	0.2064795255
636	0.2061108642
637	0.205804549
638	0.2055001602
639	0.2052062989
640	0.2047952035
641	0.2046430714
642	0.2043831547
643	0.2040665803
644	0.2035559066
645	0.2033969689
646	0.2031247507
647	0.2029091011
648	0.2026457481
649	0.202304969
650	0.2019863573
651	0.2015901206
652	0.2012741622
653	0.2009567143
654	0.2005941194
655	0.2004506226
656	0.2002007249
657	0.1999689121
658	0.1997064376
659	0.1993825906
660	0.199204518
661	0.1988696222
662	0.1986176639
663	0.1984013052
664	0.1981275245
665	0.1979737504
666	0.1977159686
667	0.1974137175
668	0.1972095458
669	0.1970359806
670	0.1966259825
671	0.1963295783
672	0.1962017753
673	0.1959259683
674	0.1956873905
675	0.1954277858
676	0.195057227
677	0.1948713899
678	0.1946059662
679	0.1943686078
680	0.1940490499
681	0.1938879253
682	0.1937301327
683	0.1934167957
684	0.1931207907
685	0.1927993393
686	0.1924738694
687	0.1921110884
688	0.1918569816
689	0.1917193243
690	0.1913798228
691	0.191130506
692	0.1908933001
693	0.1907331383
694	0.1905453309
695	0.1902882129
696	0.190040192
697	0.1898636864
698	0.1896552137
699	0.1894319941
700	0.1891590831
701	0.1889760402
702	0.1887093599
703	0.1884938217
704	0.1882499285
705	0.1879216825
706	0.1877653272
707	0.1875074972
708	0.187304557
709	0.1869992539
710	0.1867293834
711	0.1863623842
712	0.1861977857
713	0.1858924443
714	0.1856924004
715	0.185513196
716	0.1853123499
717	0.185047965
718	0.1848144846
719	0.1845547669
720	0.1843950583
721	0.1842756535
722	0.1840167191
723	0.183760004
724	0.183594002
725	0.1833507824
726	0.1832960475
727	0.1829956044
728	0.1827926203
729	0.1825263073
730	0.182299113
731	0.1820215556
732	0.1817514702
733	0.1815013677
734	0.1812037606
735	0.1809220425
736	0.1807086682
737	0.1804829332
738	0.1803321148
739	0.1801647822
740	0.1799224899
741	0.1796699588
742	0.1794264559
743	0.1791223622
744	0.1789188465
745	0.1786244128
746	0.1783614269
747	0.1781067843
748	0.1777718958
749	0.1776378469
750	0.1773337037
751	0.1771727333
752	0.1769050376
753	0.1767676991
754	0.1766262203
755	0.1763217397
756	0.1761121674
757	0.1759716054
758	0.1757387548
759	0.1755430935
760	0.1753890534
761	0.1751422725
762	0.174992431
763	0.1748664422
764	0.1745965974
765	0.1743433576
766	0.1740166124
767	0.1737761157
768	0.1735815461
769	0.1733650705
770	0.1730885779
771	0.1729525491
772	0.1726637358
773	0.1724399701
774	0.1722074507
775	0.1720972188
776	0.171936165
777	0.171552611
778	0.1712980052
779	0.1710490314
780	0.1707782381
781	0.1705208274
782	0.1703480456
783	0.1701036785
784	0.1699491146
785	0.1696639788
786	0.1695376296
787	0.169403973
788	0.1692103451
789	0.1689595033
790	0.1686487181
791	0.168418972
792	0.1681789646
793	0.1679854205
794	0.1677823892
795	0.1676478149
796	0.1674544328
797	0.1673538117
798	0.1670516461
799	0.1668284603
800	0.1666786992
801	0.1663649598
802	0.1661272517
803	0.1659571299
804	0.1657086709
805	0.1655550833
806	0.1652855807
807	0.1650926146
808	0.1648376219
809	0.1646505019
810	0.1644087414
811	0.1642174255
812	0.1639387699
813	0.1638628673
814	0.163655607
815	0.1632997545
816	0.1630506623
817	0.1628268736
818	0.1626277004
819	0.1622772683
820	0.162097659
821	0.1619308225
822	0.1616972899
823	0.1614957507
824	0.1611888853
825	0.1610721755
826	0.160916984
827	0.1606971198
828	0.1604777673
829	0.1602242661
830	0.1599314912
831	0.1596935348
832	0.1594916613
833	0.1592689061
834	0.1589996402
835	0.1588043109
836	0.1584874908
837	0.1582362693
838	0.1580728669
839	0.1579294507
840	0.1576708806
841	0.1574949011
842	0.1573160213
843	0.1572272232
844	0.157059467
845	0.1568389797
846	0.1567095829
847	0.1565163512
848	0.156303062
849	0.156086735
850	0.1559648561
851	0.1558155655
852	0.1556936855
853	0.1554830919
854	0.1552827259
855	0.1551462991
856	0.155000244
857	0.1548330642
858	0.1547315354
859	0.1545400144
860	0.1542822702
861	0.1539817758
862	0.1537366136
863	0.1535232696
864	0.1533880147
865	0.15310866	0.866	0.15289867	0.1626398915
868	0.1624231402
869	0.162182604
870	0.1621155677
871	0.1618591126
872	0.1616757716
873	0.1615022453
874	0.1612879176
875	0.1610925149
876	0.160882197
877	0.1607493105
878	0.1605699755
879	0.1603586539
880	0.1601640042
881	0.1599188872
882	0.1596390387
883	0883	0.1499340869
884	0.1497612209
885	0.1496557812
886	0.1494874541
887	0.1493451115
888	0.1491823672
889	0.1490210678
890	0.1488449765
891	0.1486540968
892	0.1484678429
893	0.1482862786
894	0.1481379263
895	0.1479550802
896	0.1477214239
897	0.1474738496
898	0.1471978417
899	0.1470582489
900	0.1469229636
901	0.146761232
902	0.1466110268
903	0.1465293272
904	0.1462996768
905	0.1461269863
906	0.1458211379
907	0.1455359565
908	0.1452899223
909	0.145210961
910	0.1450555885
911	0.1448781121
912	0.144696298
913	0.1445727461
914	0.1444373338
915	0.1442252861
916	0.144060803
917	0.1438810901
918	0.1436908615
919	0.1435494145
920	0.1434281963
921	0.1432460766
922	0.1431473643
923	0.1430786212
924	0.1428741581
925	0.1427499488
926	0.1425709799
927	0.1424346066
928	0.1422924082
929	0.1420665329
930	0.1418214459
931	0.1417551354
932	0.1416081684
933	0.1412992082
934	0.14114845
935	0.1409827753
936	0.1408199992
937	0.1406571199
938	0.1402989313
939	0.1401767534
940	0.1399718634
941	0.1397973696
942	0.1396275586
943	0.1394218885
944	0.1392009417
945	0.1390952228
946	0.1387960386
947	0.1385590377
948	0.1384212008
949	0.1382374195
950	0.1380446635
951	0.1379132406
952	0.1377327112
953	0.1375543414
954	0.1373891477
955	0.1372619647
956	0.1371440108
957	0.1370472385
958	0.1369287458
959	0.136717551
960	0.136554253
961	0.1363870131
962	0.1361936611
963	0.135995071
964	0.13585396965	0.1453569906
966	0.1452059236
967	0.145066472
968	0.1449077036
969	0.1447149941
970	0.1444974248
971	0.1442711622
972	0.1441375598
973	0.1439916574
974	0.1439127955
975	0.1437609335
976	0.1436329408
977	0.1434575891
978	0.1433278915
979	0.1431396479
980	0.1429964584
981	0.1428566378
982	0.1427057693
983	0.142538139
984	0.1424281565
985	0.1422830873
986	0.142106769
987	0.1420242447
988	0.1418045946
989	0.141642798
990	0.1414577772
991	0.1412363365
992	0.1411151974
993	0.1410016591
994	0.140873184
995	0.1407159134
996	0.1405133577
997	0.1403256676
998	0.1401909456
999	0.1399750046
3203

3
87312
