iter	RMSE
204	0.4977429373
205	0.4950582532
206	0.4937975512
207	0.4915465889
208	0.489143654
209	0.4879205918
210	0.4854717579
211	0.484117726
212	0.4823805391
213	0.4797019047
214	0.4779937608
215	0.4764130785
216	0.4745474799
217	0.47341272
218	0.4720656667
219	0.4709656739
220	0.4693606535
221	0.4668687311
222	0.4657213274
223	0.4645269902
224	0.4635006061
225	0.4610910696
226	0.4598214371
227	0.4585683275
228	0.4567960273
229	0.4555873282
230	0.4540575949
231	0.4525698359
232	0.4501316536
233	0.4487198372
234	0.4474599201
235	0.4451327478
236	0.4438550489
237	0.4413442842
238	0.439043208
239	0.4380069503
240	0.4361026371
241	0.4330290782
242	0.4314326621
243	0.4297327099
244	0.4288828892
245	0.4270465235
246	0.4252840804
247	0.4243073632
248	0.4234490254
249	0.4224702423
250	0.42179584
251	0.4205663421
252	0.4195993887
253	0.4183281314
254	0.4167552021
255	0.4157939543
256	0.4148543228
257	0.4128081859
258	0.4107527364
259	0.4085484916
260	0.4081588758
261	0.4072198036
262	0.4047749095
263	0.4034855952
264	0.4022794905
265	0.4005873015
266	0.4001035915
267	0.3990304153
268	0.3979231527
269	0.3974323798
270	0.3966537584
271	0.3950717292
272	0.3932580363
273	0.3913824196
274	0.3904417509
275	0.3890340709
276	0.3882917252
277	0.3875899715
278	0.3864775229
279	0.3843730098
280	0.3826793566
281	0.3819717098
282	0.3801722641
283	0.3785093242
284	0.3778447461
285	0.3773575207
286	0.3767618245
287	0.3762823073
288	0.3756235083
289	0.3740008807
290	0.37334906
291	0.3724400161
292	0.3706417061
293	0.3689012217
294	0.3677494257
295	0.3672895665
296	0.365565566
297	0.3642225664
298	0.3623743783
299	0.361911415
300	0.3614661617
301	0.3597940727
302	0.3581472021
303	0.3565251834
304	0.3560820037
305	0.3544831866
306	0.352908502
307	0.3524686972
308	0.3520347578
309	0.3508025663
310	0.3503779909
311	0.3499590886
312	0.3487130795
313	0.3474616004
314	0.3469066123
315	0.3452035002
316	0.3445148484
317	0.344109013
318	0.3425864336
319	0.3417388554
320	0.3413370124
321	0.3409405407
322	0.3405493699
323	0.3399785616
324	0.3382603138
325	0.3377159584
326	0.336251022
327	0.3347766837
328	0.3343959227
329	0.3340638498
330	0.3332430954
331	0.332706284
332	0.3319010364
333	0.3313680415
334	0.3308424554
335	0.3294058716
336	0.3282048561
337	0.326789597
338	0.3253739139
339	0.3250122829
340	0.3245128117
341	0.3233911713
342	0.3226122508
343	0.3222599649
344	0.3214915089
345	0.3201098583
346	0.3187490537
347	0.3175995429
348	0.316847824
349	0.3165003944
350	0.315758735
351	0.3150272226
352	0.314036553
353	0.312336366
354	0.3119937367
355	0.3114965646
356	0.3111608317
357	0.3094805958
358	0.308420387
359	0.3077121355
360	0.3060638213
361	0.3057326892
362	0.3041044535
363	0.3036241046
364	0.3032979232
365	0.3026148509
366	0.3021455329
367	0.301077334
368	0.2994764352
369	0.2991575241
370	0.2982101574
371	0.2966277155
372	0.2949057473
373	0.2946911083
374	0.2931377408
375	0.2919305248
376	0.2915094575
377	0.2910597178
378	0.2895306091
379	0.2885197262
380	0.2870096222
381	0.2865698815
382	0.2863542762
383	383	0.2582753573
384	0.257762369
385	0.2564251933
386	0.2559720985
387	0.2546538388	388	0.2533562702
389	0.2516367342
390	0.2502416195
391	0.2498458049
392	0.2484757314
393	0.2480822069
394	0.2477004529
395	0.2463528123
396	0.245966031
397	0.2455770585
398	0.2442512373
399	0.2438713131
400	0.2434959242
401	0.2425086389
402	0.2412085683
403	0.240837443
404	0.2404691295
405	0.2391905032
406	0.2388243827
407	0.2384639815
408	0.2374624649
409	0.2362084679
410	0.235849417
411	0.23549467
412	0.2345096364
413	0.2335359682
414	0.232309318
415	0.2319581344
416	0.2316120991
417	0.2304058148
418	0.2300620304
419	0.2297223132
420	0.228768966
421	0.2278266493
422	0.2266470662
423	0.2261522714
424	0.2256681524
425425	0.2532310656
426	0.252841229
427	0.2524933267
428	0.250964271
429	0.2506193784
430	0.2502836262
431	0.2483754343
432	0.247379347
433	0.2471995207
434	0.2468613985
435	0.2453435	0.246209345
436	0.24596713
437	0.2452300591
438	0.2449669331
439	0.2445082316
440	0.2434486747
441	0.2425525777
442	0.242100247
443	0.2418414575
444	0.2413943598
445	0.2411385446
446	0.2404356126
447	0.2393984841
448	0.2385274316
449	0.2381207833
450	0.2378692702
451	0.2374669862
452	0.2372184169
453	0.2367896772
454	0.2357719044
455	0.2349253185
456	0.2342474634
457	0.2340029974
458	0.2336135469
459	0.2327824329
460	0.2323967308
461	0.2317071004
462	0.2308398223
463	0.2299828236
464	0.2291359695
465	0.2282991275
466	0.2274721675
467	0.2266549616
468	0.2264134042
469	0.2256054953
470	0.2248070851
471	0.2240180527
472	0.2232382792
473	0.2224676478
474	0.2217060436
475	0.2209533538
476	0.2207188611
477	0.2199741861
478	0.2192382123
479	0.2185108322
480	0.2177919401
481	0.2170814319
482	0.2168459003
483	0.2161428966
484	0.2153652634
485	0.2151310861
486	0.2143608916
487	0.2141288322
488	0.2134416058
489	0.2126832909
490	0.212452577
491	0.2117015413
492	0.2114729211
493	0.2107291024
494	0.2105025579
495	0.2098343545
496	0.2091020365
497	0.2088768184
498	0.2081515632
499	0.2079283976
500	0.2072101449
501	0.2065610652
502	0.2063392161
503	0.2056320983
504	0.2054122791
505	0.2047120143
506	0.2040192261
507	0.203800738
508	0.2031146785
509	0.2022904101
510	0.201370493
511	0.2007467868
512	0.2001303889
513	0.1994646619
514	0.1992482578
515	0.1985890198
516	0.1983746154
517	0.1978965695
518	0.1972959503
519	0.1964891224
520	0.1956088102
521	0.1949664956
522	0.1943800298
523	0.1937483631
524	0.1935354857
525	0.193074319
526	0.1922818838
527	0.1918243028
528	0.1913722672
529	0.1911635286
530	0.1905923317
531	0.1899754946
532	0.1897680394
533	0.1893241772
534	0.1885476496
535	0.1881072482
536	0.187672188
537	0.1874687958
538	0.1870385063
539	0.1864840827
540	0.1858342317
541	0.1848232451
542	0.1844002771
543	0.1837633997
544	0.1833440239
545	0.1823550804
546	0.1818002813
547	0.1811742271
548	0.1802057465
549	0.1797983914
550	0.1791348346
551	0.1785914717
552	0.177985614
553	0.1770419281
554	0.1765072709
555	0.1759131367
556	0.1755175553
557	0.1745948646
558	0.1740736449
559	0.1734377935
560	0.1730965383
561	0.1725204361
562	0.1721824101
563	0.1716149349
564	0.1708252469
565	0.1704945337
566	0.169883055
567	0.1691423266
568	0.1688180583
569	0.1682615268
570	0.1675370789
571	0.1669407127
572	0.1666217081
573	0.1658825958
574	0.1653379366
575	0.164640861
576	0.1640592508
577	0.1637492608
578	0.1634431668
579	0.1629116297
580	0.1622310972
581	0.1617305574
582	0.1610319629
583	0.1607343741
584	0.1604405253
585	0.1599190353
586	0.1592665689
587	0.1587112943
588	0.1580695646
589	0.1577832021
590	0.1572727526
591	0.1570134029
592	0.1564714755
593	0.1562144983
594	0.1559607699
595	0.1554872803
596	0.1552360066
597	0.1544073695
598	0.1541595622
599	0.1536951589
600	0.1534893968
601	0.1526759775
602	0.1524725945
603	0.1520174494
604	0.1512186851
605	0.1510171011
606	0.1502299439
607	0.1497263076
608	0.1489535059
609	0.1487532495
610	0.1479917086
611	0.1475636153
612	0.147364009
613	0.146534054
614	0.146111429
615	0.145363064
616	0.1449480853
617	0.1447504175
618	0.1440134303
619	0.1438172708
620	0.1434086636
621	0.1425567462
622	0.1418380389
623	0.1416432961
624	0.1412426615
625	0.1405348662
626	0.1403410685
627	0.1399470598
628	0.1390105076
629	0.1386231411
630	0.1377037147
631	0.1373228384
632	0.1367673693
633	0.1362251291
634	0.1360386975
635	0.1351499643
636	0.1347747852
637	0.1339023933
638	0.1335334621
639	0.1330164233
640	0.1325117042
641	0.1321348645
642	0.1317661346
643	0.131590581
644	0.1312313982
645	0.1310597491
646	0.1303998761
647	0.1301077044
648	0.1299105869
649	0.1292594628
650	0.1288960938
651	0.1282556615
652	0.1280597719
653	0.1277031653
654	0.1269459366
655	0.1265960178
656	0.1264045677
657	0.1257773684
658	0.1254131764
659	0.1252249012
660	0.1248814184
661	0.1241493082
662	0.1238122715
663	0.1236282309
664	0.1230145432
665	0.1227413676
666	0.1220960987
667	0.1213848498
668	0.1210643287
669	0.1208852121
670	0.1201178875
671	0.119675033
672	0.1190495156
673	0.1184584767
674	0.1181978336
675	0.1180227607
676	0.1173199801
677	0.1167108839
678	0.116456087
679	0.1157206179
680	0.1151245371
681	0.1148244074
682	0.1146548866
683	0.1139357353
684	0.1133524617
685	0.1127903514
686	0.1125466142
687	0.1123597707
688	0.1121760934
689	0.1117813439
690	0.1116014668
691	0.1110313361
692	0.110416359
693	0.11023983
694	0.1096911442
695	0.1095357539
696	0.1093823775
697	0.1088402625
698	0.1086677051
699	0.1085167188
700	0.1079811932
701	0.1078313291
702	0.1073074137
703	0.1071587102
704702	0.08692616706
703	0.08684630158
704	0.086510707	0.1054915114
708	0.1053359533
709	0.1051931028
710	0.1046815586
711	0.104540114
712	0.104029345
713	0.1034954396
714	0.1033430247
715	0.1032040495
716	0.1027067038
717	0.1025690896
718	0.1024334692
719	0.1019361302
720	0.1014163783
721	0.1012681648
722	0.1009235782
723	0.1007908982
724	0.1004512538
725	0.1003078313
726	0.09997311676
727	0.09946412934
728	0.09933550768
729	0.0990058542
730	0.09887964684
731	0.09871968173
732	0.09824987382
733	0.09809313932
734	0.09762990708
735	0.09713148456
736	0.09681231046
737	0.09665918332
738	0.09650862847
739	0.09617217436
740	0.09583979084
741	0.09551143124
742	0.09502862114
743	0.09470614713
744	0.09436533295
745	0.09424472832
746	0.0940957333
747	0.09357930502
748	0.09343319771
749	0.09299382163
750	0.0925272056
751	0.09219834383
752	0.09176485677
753	0.09162217649
754	0.09119481376
755	0.09087176096
756	0.09044986306
757	0.09031064581
758	0.0898789377
759	0.08943255556
760	0.08912097027
761	0.08900735493
762	0.08859538684
763	0.08807386852
764	0.08796229869
765	0.08755979644
766	0.08712822788
767	0.08680501464
768	0.08669567588
769	0.08656143148
770	0.08616583169
771	0.08586712619
772	0.08573569108
773	0.0853456236
774	0.08492300617
775	0.08471337579
776	0.0845851417
777	0.08417062096
778	0.08375835426
779	0.08330215166
780	0.08317669981
781	0.08280015053
782	0.08249654279
783	0.08229557467
784	0.0821730971
785	0.08180194306
786	0.08160366614
787	0.08148380626
788	0.08099221124
789	0.08061023557
790	0.08024600114
791	0.08005250665
792	0.07966674852
793	0.07927560602
794	0.07917296368
795	0.07898457912
796	0.07860064107
797	0.07841538077
798	0.07803828042
799	0.07767387991
800	0.0772102076
801	0.07703000645
802	0.07676726032
803	0.07639979177
804	0.07604737366
805	0.0757962875
806	0.07566294034
807	0.07531717148
808	0.07495754765
809	0.07470552412
810	0.07445993989
811	0.07433085651
812	0.07399318986
813	0.07375109105
814	0.07362437625
815	0.07333346082
816	0.07300411671
817	0.07276256127
818	0.0726583708
819	0.07242252529
820	0.07230144932
821	0.07201617761
822	0.07162771013
823	0.07130701405
82825	0.07821	0.05911189112
822	0.05904361941
823	0.05886455661
824	0.05877837764
825	0.05871151255
826	0.05853561137
827	0.05845124287
828	0.05819537938
829	0.05811686347
830	0.05803962235
831	0.05788492383
832	0.05780874862
833	0.05765681616
834	0.05758169164
835	0.05741803402
836	0.0841	0.07215973352
842	0.07207079322
843	0.07197717792
844	0.07166990953
845	0.07135418499
846	0.07126720702
847	0.07117566462
848	0.07080389007
849	0.07071952893
850	0.07052688561
851	0.07021775436
852	0.07012846403
853	0.06976530028
854	0.06968880069
855	0.06939176992
856	0.06931607201
857	0.0690138855
858	0.06893218421
859	0.06874546179
860	0.06844791659
861	0.06836140176
862	0.06800918166
863	0.06792945539
864	0.06764188562
865	0.06755746503
866	0.06738868031
867	0.06720690738
868	0.864	0.05347525622
865	0.05341162971
866	0.05328210082
867	0.05316437086
868	0.0530486747
869	0.0529777874	0870	0.0528257875	0871	0.0527119876	0872	0.05264188079
873	0.05249152534
874	0.05221137591
875	0.05214905652
876	0.052082698
877	0.05197126332
878	0.05190590002
879	0.0517578991
880	0.05148344245
881	0.0514187086
882	0.05135508793
883	0.0512476639
884	0.05110216701
885	0.05099434991
886	0.05093795031
887	0.05081763832
888	0.0506814166
889	0.05053749113
890	0.05039531638
891	0.05009752417
892	0.05003234064
893	0.04989278933
894	0.04978878462
895	0.04972443253
896	0.04958635532
897	0.0493224856
898	0.04926607786
899	0.04920570605
900	0.04906950997
901	0.04897036358
902	0.04891081986
903	0.04877622154
904	0.04864822342
905	0.04851522526
906	0.04838384192
907	0.04816796352
908	0.04810551321
909	0.04797617958
910	0.04792163504
911	0.0478691724
912	0.04774113508
913	0.04748724088
914	0.04743370137
915	0.04732092633
916	0.04704538065
917	0.04698584203
918	0.0469272893
919	0.04680124086
920	0.04655060011
921	0.04630327404
922	0.04625007436
923	0.04619773129
924	0.04607411515
925	0.04602253712
926	0.04586254032
927	0.04581396958
928	0.04576609971
929	0.04550015351
930	0.04539653824
931	0.04530193561
932	0.04525283035
933	0.04500334906
934	0.04495467042
935	0.04476241026
936	0.04471449969
937	0.04459398208
938	0.04435684603
939	0.04430816334
940	0.0440869732
941	0.04403885282
942	0.04392096494
943	0.04380397011
944	0.04368749114
945	0.04357243444
946	0.04334271837
947	0.04315706153
948	0.0430116303
949	0.04279747515
950	0.04275040945
951	0.04256981367
952	0.04236146916
953	0.04232510887
954	0.04228923925
955	0.04208069234
956	0.04204519382
957	0.04190587968
958	0.04170129786
959	0.04165599786
960	0.04161566334
961	0.04144168551
962	0.04124020749
963	0.04120451026
964	0.041025088
965	0.0408267664
966	0.04079158389
967	0.04059569327
968	0.04055211058
969	0.04050920844
970	0.04031507363
971	0.04027268712
972	0.04008085735
973	0.04003868845
974	0.03995626077
975	0.03976751256
976	0.03963683378
977	0.0394708141
978	0.03942957278
979	0.03932063354
980	0.03913528844
981	0.03894891295
982	0.0389122473
983	0.03883280538
984	0.03864944405
985	0.03861664452
986	0.03843717414
987	0.03831087879
988	0.03820499275
989	0.03802748186
990	0.03784886832
991	0.03781330039
992	0.03770884891
993	0.03758555966
994	0.03741324998
995	0.03736381575
996	0.03728780167
997	0.03711737528
998	0.03694205851
999	0.03689306028
03058058595
997	0.03050938173
998	0.03048435799
999	0.03042261933
299932745
